,WMO ID,Calib Type,Num Prof,RMSE(0-2000m),RMSE(500-2000m),RMSE(1000-2000m),RMSE_ADJ(0-2000m),RMSE_ADJ(500-2000m),RMSE_ADJ(1000-2000m),File
143,2901561,1,257.0,14.617908928413744,14.130103010506875,nan,8.880778635566058,12.853221385192422,nan,compare_woa_v3/2901561_26lev.nc
144,2901562,1,261.0,14.347354316783704,14.426771634707883,10.473625131584413,9.412178957146415,13.191576175349727,8.350919860548943,compare_woa_v3/2901562_26lev.nc
145,2901563,1,261.0,14.669502398181706,15.641374211994417,8.739984219683604,10.133480824616651,13.40518657122574,7.432479046239257,compare_woa_v3/2901563_26lev.nc
146,2901564,1,260.0,15.013940339252601,16.056660459298232,16.814962967057802,10.020140446918115,14.176695519171519,14.884719049582642,compare_woa_v3/2901564_26lev.nc
147,2901565,4,1.2e-322,nan,nan,nan,nan,nan,nan,
148,2901566,1,259.0,11.828423414606105,11.548627017630832,nan,8.442050108225951,14.04610348165457,nan,compare_woa_v3/2901566_26lev.nc
149,2901705,4,1e-323,nan,nan,nan,nan,nan,nan,
150,2901744,4,0.0,nan,nan,nan,nan,nan,nan,
151,2901755,4,1.69759663396e-313,nan,nan,nan,nan,nan,nan,
152,2902086,1,244.0,nan,nan,nan,22.790476865346072,7.7345198174992555,6.576073624344153,compare_woa_v3/2902086_26lev.nc
153,2902087,1,323.0,nan,nan,nan,31.694585550775923,29.080363326323326,34.2118045229596,compare_woa_v3/2902087_26lev.nc
154,2902088,1,227.0,nan,nan,nan,15.757086006292493,9.609722889915215,8.711317242865453,compare_woa_v3/2902088_26lev.nc
155,2902089,4,5e-324,nan,nan,nan,nan,nan,nan,
156,2902090,1,16.0,nan,nan,nan,19.130594451934495,7.476965038847102,7.223855862629028,compare_woa_v3/2902090_26lev.nc
